category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
"Paan Corner","Colgate Herbal Toothpaste",114.00,18,2,93.00,200,FALSE,200
"Paan Corner","Nivea Men Deodorant Fresh Active 48h Long lasting Freshness",225.00,24,6,169.00,150,FALSE,150
"Paan Corner","Dabur Meswak Toothpaste",58.00,5,6,55.00,100,FALSE,100
"Paan Corner","Colgate Max Fresh Cooling Crystals Toothpaste",101.00,5,2,95.00,150,FALSE,150
"Paan Corner","Indulekha Bhringa Hair Oil",432.00,15,6,367.00,100,FALSE,100
"Paan Corner","Colgate Sensitive Soft Bristles Toothbrush",50.00,0,6,50.00,58,FALSE,1
"Paan Corner","Pears Pure & Gentle Glycerin Bath Soap",75.00,0,6,75.00,125,FALSE,125
"Paan Corner","Vaseline Skin Protecting Jelly",79.00,13,6,68.00,50,FALSE,50
"Paan Corner","Dettol Original Germ Protection Bathing Soap Bar",166.00,5,4,157.00,375,FALSE,375
"Paan Corner","Dettol Intense Cool Soap (B4G1)",260.00,5,6,247.00,625,FALSE,625
"Paan Corner","Livon Anti-Frizz Serum",250.00,10,3,225.00,100,FALSE,100
"Paan Corner","Lifebuoy Germ Protection Care Soap Bar",30.00,3,3,29.00,100,FALSE,125
"Paan Corner","Lux International Creamy White Soap Bar",70.00,10,6,63.00,125,FALSE,125
"Paan Corner","Godrej Nupur – 100% Pure Henna (Mehendi)",10.00,0,6,10.00,18,FALSE,18
"Paan Corner","Glow & Lovely Advanced Multivitamin Face Cream",213.00,10,6,190.00,110,FALSE,110
"Paan Corner","Set Wet Style Vertical Hold Hair Gel",50.00,10,4,45.00,50,FALSE,50
"Paan Corner","Godrej Expert Rich Crème, Natural Black",30.00,0,6,30.00,20,FALSE,20
"Paan Corner","Nycil Germ Expert Cool Herbal Talc",130.00,8,1,119.00,150,FALSE,200
"Paan Corner","Godrej Expert Creme Hair Natural Brown Colour",30.00,0,6,30.00,20,FALSE,20
"Paan Corner","Veet Sensitive Skin Hair Removal Cream",135.00,5,6,128.00,50,FALSE,50
"Paan Corner","Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot",50.00,2,1,49.00,80,FALSE,80
"Paan Corner","Pears Pure And Gentle Value Pack Of 3 Bathing Soap",199.00,6,5,186.00,375,FALSE,375
"Paan Corner","Gillette Presto Ready Shaver 5 Cartridges",88.00,6,6,82.00,290,FALSE,5
"Paan Corner","Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot",160.00,10,4,144.00,300,FALSE,300
"Paan Corner","Godrej Expert Rich Crème, Dark Brown",30.00,0,4,30.00,20,FALSE,20
"Paan Corner","Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil",185.00,15,3,157.00,100,FALSE,100
"Paan Corner","Fiama Gel Bar Celebration Pack Buy 4 Get 1 Free",290.00,10,6,261.00,625,FALSE,625
"Paan Corner","Gillette Sensitive Shaving Foam",225.00,6,4,210.00,418,FALSE,418
"Paan Corner","Dove Hair Fall Rescue Shampoo",150.00,6,5,141.00,180,FALSE,180
"Paan Corner","Gillette Mach 3 Mens Razor Blades",499.00,7,4,460.00,232,FALSE,4
"Paan Corner","Palmolive Aroma Absolute Relax Shower Gel",199.00,20,2,159.00,250,FALSE,250
"Paan Corner","Godrej Protekt Germ Fighter Handwash",99.00,0,6,99.00,750,FALSE,750
"Paan Corner","Dettol Hand Sanitizer",100.00,5,6,95.00,200,FALSE,200
"Paan Corner","Dabur Amla Hair Oil",88.00,0,2,88.00,180,FALSE,180
"Paan Corner","Dettol Original Liquid Handwash",89.00,4,6,85.00,200,FALSE,200
"Paan Corner","L'Oreal Paris Total Repair 5 Conditioner",199.00,0,6,199.00,192,FALSE,180
"Paan Corner","Patanjali Saundarya Aloe Vera Gel",90.00,0,5,90.00,150,FALSE,150
"Paan Corner","Head & Shoulders 2 In 1 Anti Dandruff Shampoo Conditioner",195.00,10,4,174.00,180,FALSE,180
"Paan Corner","Clean & Clear Pimple Clearing Face Wash",130.00,10,2,117.00,80,FALSE,80
"Paan Corner","Himalaya Anti Dandruff Shampoo",140.00,8,2,128.00,200,FALSE,200
"Paan Corner","Stayfree Secure Dry Cover Regular Sanitary Pad With Wings",30.00,3,6,29.00,406,FALSE,7
"Paan Corner","Savlon Moisture Shield Hand Wash",99.00,4,6,95.00,750,FALSE,750
"Paan Corner","Dove Intense Repair Conditioner",190.00,14,6,162.00,175,FALSE,80
"Paan Corner","Dabur Gulabari Rose Glow Face Cleanse",75.00,5,4,71.00,100,FALSE,100
"Paan Corner","Parachute Jasmine Hair Oil",82.00,9,6,74.00,190,FALSE,190
"Paan Corner","Johnson's Baby Skincare Wipes",79.00,6,6,74.00,1160,FALSE,20
"Paan Corner","Dettol Skincare Liquid Hand Wash",79.00,0,6,79.00,200,FALSE,200
"Paan Corner","Old Spice Original Lather Shaving Cream",75.00,9,6,68.00,70,FALSE,70
"Paan Corner","Veet Hair Removal Cream Dry Skin",135.00,5,5,128.00,50,FALSE,50
"Paan Corner","L'Oreal Paris Total Repair 5 Shampoo",265.00,0,2,265.00,396,FALSE,360
"Paan Corner","Fiama Menthol & Magnolia Cooling Gel Bar Soap",160.00,11,6,141.00,375,FALSE,375
"Paan Corner","Nivea Lip Balm Original Care for 24h Moisture with Shea Butter & Natural Oils",140.00,15,6,119.00,5,FALSE,4
"Paan Corner","Oral-B Charcoal Deep Clean Stain Removal Toothbrush Soft",99.00,0,3,99.00,232,FALSE,4
"Paan Corner","Neutrogena Ultra Sheer Dry Touch SPF 50+ Sunblock Sunscreen Lotion",250.00,10,3,225.00,30,FALSE,30
"Paan Corner","Clinic Plus Strong & Long Health Shampoo",499.00,10,3,449.00,650,FALSE,650
"Paan Corner","Johnson's Baby No More Tears Baby Shampoo",98.00,0,5,98.00,100,FALSE,100
"Paan Corner","Colgate Zig Zag Toothbrush",120.00,0,3,120.00,348,FALSE,6
"Paan Corner","Savlon Moisture Shield Germ Protection Handwash Refill (Buy 1 Get 1 Free)",189.00,0,6,189.00,1500,FALSE,1500
"Paan Corner","Colgate Sensitive Everyday Protection Anticavity Toothpaste",75.00,0,6,75.00,40,FALSE,40
"Paan Corner","Whisper Ultra Soft XL+ Sanitary Pads",330.00,2,6,323.00,30,FALSE,30
"Paan Corner","Garnier Colour Naturals Hair Colour - 1 Natural Black",80.00,0,1,80.00,60,FALSE,60
"Paan Corner","Axe Pulse Men's Deodorant",210.00,0,6,210.00,150,FALSE,150
"Paan Corner","Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs",99.00,0,6,99.00,232,FALSE,4
"Paan Corner","Whisper Ultra Clean Wings XL+  Pouch",449.00,7,6,415.00,44,FALSE,44
"Paan Corner","Whisper Choice Regular Sanitary Pads",90.00,0,6,90.00,1160,FALSE,20
"Paan Corner","Axe Dark Temptation Men's Deodorant",210.00,7,5,194.00,150,FALSE,150
"Paan Corner","Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo",150.00,0,4,150.00,180,FALSE,180
"Paan Corner","Clinic Plus Strength & Shine Shampoo With Egg Protein",105.00,0,2,105.00,175,FALSE,175
"Paan Corner","Engage M1 Perfume Spray for Men",210.00,7,6,194.00,120,FALSE,120
"Paan Corner","Tresemme Keratin Smooth Conditioner",380.00,0,3,380.00,340,FALSE,340
"Paan Corner","Garnier Color Naturals Crème Hair Color, Shade 5 Light Brown",180.00,0,1,180.00,100,FALSE,100
"Paan Corner","Origami Aloe Vera Wipes",75.00,13,4,65.00,25,FALSE,25
"Paan Corner","Engage Drizzle Deodorant For Women, Floral And Lavender, Skin Friendly",195.00,10,6,174.00,150,FALSE,150
"Paan Corner","Gellette Presto Ready Shaver",20.00,0,1,20.00,58,FALSE,1
"Paan Corner","Colgate Max Fresh Plax Mouthwash - Fresh Mint",150.00,20,5,120.00,250,FALSE,250
"Paan Corner","Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs",99.00,0,6,99.00,232,FALSE,4
"Paan Corner","Godrej Protekt",99.00,0,3,99.00,750,FALSE,750
"Paan Corner","Colgate Total Charcoal Anticavity Toothpaste",110.00,10,3,99.00,120,FALSE,120
"Paan Corner","Colgate Kids 0-2 Extra Soft Tooth Brush",30.00,16,6,25.00,58,FALSE,1
"Paan Corner","Gillete Mach3",260.00,10,6,234.00,116,FALSE,2
"Paan Corner","Maybelline New York Colossal Kajal Black",149.00,0,2,149.00,0,FALSE,0
"Paan Corner","Godrej Cinthol Lime Talc",55.00,0,3,55.00,100,FALSE,100
"Paan Corner","Hamam Soap Bar Neem Tulsi and Aloe Vera",58.00,0,6,58.00,150,FALSE,150
"Paan Corner","Godrej Expert Rich Crème, Burgundy",33.00,0,6,33.00,20,FALSE,20
"Paan Corner","Colgate Gentle Sensitive+ Toothbrush Pack Of 4",120.00,10,4,108.00,232,FALSE,4
"Paan Corner","Nivea Creme All Season Multi-Purpose Cream",175.00,10,4,157.00,100,FALSE,100
"Paan Corner","Oral-B Charcoal Deep Clean Stain Removal Toothbrush Medium",99.00,0,1,99.00,232,FALSE,4
"Paan Corner","Mamaearth 100% Natural Berry Blast Kids Toothpaste",149.00,10,4,134.00,50,FALSE,50
"Paan Corner","HImalaya Gentle Baby Wipes",200.00,10,3,180.00,72,FALSE,72
"Paan Corner","Stayfree Dry Max All Night XL Dry Cover Sanitary Pads",340.00,12,6,298.00,28,FALSE,28
"Paan Corner","L'Oreal Paris Excellence Creme Hair Color, 1 Black",620.00,0,1,620.00,172,FALSE,172
"Paan Corner","Fem Fairness Naturals Saffron Skin Bleach",85.00,15,4,72.00,64,FALSE,64
"Paan Corner","Engage Woman Blush Body Deo Spray",195.00,10,5,174.00,150,FALSE,150
"Paan Corner","Dove Pink Rosa Beauty Bathinhg Bar",60.00,0,6,60.00,100,FALSE,100
"Paan Corner","Sebamed Cleansing Bar",99.00,10,4,89.00,100,FALSE,100
"Paan Corner","Pampers Premium Care Pants - Large",1099.00,18,2,899.00,44,FALSE,44
"Paan Corner","Nivea Women Deodorant Fresh Natural Long Lasting Freshness & 48h Protection",199.00,20,2,159.00,150,FALSE,150
"Paan Corner","L'Oreal Paris Excellence Creme Hair Color, 3 Dark Brown/Natural Darkest Brown",620.00,0,6,620.00,172,FALSE,172
"Paan Corner","Patanjali Kesh Kanti Natural Hair Cleanser",75.00,9,4,68.00,200,FALSE,200
"Paan Corner","Godrej No.1 Bathing Soap – Lime & Aloe Vera",149.00,0,6,149.00,600,FALSE,600
"Paan Corner","Pantene Advanced Control Hair Fall Solution Shampoo",120.00,6,5,112.00,180,FALSE,180
"Paan Corner","Veet Full Body Waxing Kit For Dry Skin",235.00,7,6,218.00,1160,FALSE,20
"Paan Corner","Johnson's Baby Skincare Wipes",245.00,9,6,221.00,72,FALSE,72
"Paan Corner","Gillette Lemon Lime Shaving Foam",199.00,11,4,177.00,196,FALSE,196
"Paan Corner","Old Spice After Shave Lotion Musk",215.00,6,3,200.00,100,FALSE,100
"Paan Corner","Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings",315.00,0,4,315.00,30,FALSE,30
"Paan Corner","Himalaya Baby Powder",80.00,8,4,73.00,100,FALSE,100
"Paan Corner","Fiama Men's Refreshing Pulse Shower Gel",225.00,20,4,180.00,250,FALSE,250
"Paan Corner","Whisper Ultra Clean XL Plus Sanitary Pad",175.00,0,5,175.00,870,FALSE,15
"Paan Corner","Johnson's Baby Powder",143.00,0,6,143.00,200,FALSE,200
"Paan Corner","Dove Cream Beauty Bathing Bar",235.00,9,6,212.00,125,FALSE,125
"Paan Corner","Patanjali Kesh Kanti Shikakai Hair Cleanser",95.00,0,4,95.00,200,FALSE,200
"Paan Corner","L'Oreal Paris Color Protect Conditioner",199.00,0,3,199.00,192,FALSE,192
"Paan Corner","Nivea Men Active Clean with Active Charcoal Shower Gel for Body Face & Hair",199.00,4,5,191.00,250,FALSE,250
"Paan Corner","L'Oreal 6 Oil Nourish Conditioner",135.00,0,1,135.00,192,FALSE,192
"Paan Corner","Godrej Easy Natural Black Hair Colour",25.00,0,5,25.00,20,FALSE,20
"Paan Corner","Dabur Gulabari Rose Water Daily Glow",80.00,6,2,75.00,250,FALSE,250
"Paan Corner","Himalaya Purifying Neem Face Wash",170.00,10,6,153.00,150,FALSE,150
"Paan Corner","Fem Fairness Naturals Gold Skin Bleach",65.00,9,3,59.00,24,FALSE,24
"Paan Corner","Whisper Choice Ultra XL Sanitary Pad",133.00,2,5,130.00,1160,FALSE,20
"Paan Corner","Dove Dandruff Care Shampoo",158.00,6,5,147.00,180,FALSE,180
"Paan Corner","Head & Shoulders Anti Dandruff Anti Hairfall Shampoo",285.00,0,5,285.00,340,FALSE,240
"Paan Corner","L'Oreal Casting Creme Ebony Black Hair Color",550.00,0,6,550.00,159,FALSE,87
"Paan Corner","Mamaearth Onion Hair Oil",399.00,10,6,359.00,150,FALSE,150
"Paan Corner","L'Oreal Paris Casting Creme Gloss Hair Color (Dark Brown 400)",550.00,0,4,550.00,159,FALSE,159
"Paan Corner","Palmolive Naturals Sea Minerals Liquid Hand Wash",99.00,10,6,89.00,250,FALSE,250
"Paan Corner","Oral-B Extra Soft Bristles Sensitive",98.00,0,4,98.00,232,FALSE,4
"Paan Corner","Engage M3 Perfume Spray for Men",200.00,10,3,180.00,120,FALSE,120
"Paan Corner","Mamaearth Deeply Nourishing wash for Babies",199.00,0,4,199.00,200,FALSE,200
"Paan Corner","Dettol Original Soap (B4G1)",260.00,5,6,247.00,625,FALSE,625
"Paan Corner","Woodward's Gripe Water",75.00,0,6,75.00,200,FALSE,200
"Paan Corner","MamyPoko Pants Extra Absorb Diapers, New Born",299.00,6,5,279.00,28,FALSE,28
"Paan Corner","Johnson's Baby Soap",70.00,0,6,70.00,100,FALSE,100
"Paan Corner","Engage M4 Perfume Spray For Men",200.00,10,6,180.00,120,FALSE,120
"Paan Corner","Fem Fairness Naturals Hair Removal Cream Fair & Soft - Gold",65.00,10,4,58.00,40,FALSE,40
"Paan Corner","Dove Hair Fall Rescue Conditioner",190.00,0,4,190.00,175,FALSE,175
"Paan Corner","Himalaya Anti Hair Fall Shampoo",130.00,12,2,114.00,200,FALSE,200
"Paan Corner","Fiama Peach & Avocado Gel Bar",176.00,10,3,158.00,375,FALSE,375
"Paan Corner","Pears Pure & Gentle Value Pack Of 4 Bathing Soap",125.00,0,6,125.00,75,FALSE,75
"Paan Corner","Fiama Fresh Hand Wash",150.00,6,3,140.00,400,FALSE,400
"Paan Corner","Palmolive Black Orchid And Milk Liquid Hand Wash",99.00,10,6,89.00,250,FALSE,250
"Paan Corner","Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free)",160.00,0,5,160.00,232,FALSE,4
"Paan Corner","Gillette Mach 3 Turbo Razor",349.00,6,5,325.00,58,FALSE,1
"Paan Corner","Himalaya Baby Lotion",165.00,12,3,145.00,200,FALSE,200
"Paan Corner","Head & Shoulders 2-in-1 Cool Menthol Anti Dandruff Shampoo + Conditioner",375.00,0,1,375.00,340,FALSE,180
"Paan Corner","Sunsilk Lusciously Thick & Long Shampoo",249.00,6,6,234.00,340,FALSE,340
"Paan Corner","Fiama Di Wills Men's Refreshing Pulse Shower Gel",225.00,4,3,214.00,250,FALSE,250
"Paan Corner","Sebamed Anti - Dandruff Shampoo",600.00,10,2,540.00,200,FALSE,200
"Paan Corner","Listerine Cool Mint Mouthwash - Mild Taste",150.00,10,6,135.00,250,FALSE,250
"Paan Corner","L'Oreal Paris Excellence Creme Hair Color, 4.25 Aishwarya's Brown",620.00,0,6,620.00,172,FALSE,172
"Paan Corner","Himalaya Gentle Baby Bath",165.00,9,6,150.00,200,FALSE,200
"Paan Corner","L'Oreal Paris Casting Creme Gloss Hair Color, Medium Brown 500",550.00,0,4,550.00,160,FALSE,159
"Paan Corner","L'Oreal Paris Color Protect Shampoo",282.00,0,3,282.00,360,FALSE,360
"Paan Corner","Fiama Di Wills Lemongrass & Jojoba Gel Bar",176.00,10,6,158.00,375,FALSE,375
"Paan Corner","Colgate Plax Peppermint Mouthwash",150.00,20,5,120.00,250,FALSE,250
"Paan Corner","Dove Daily Shine Conditioner",90.00,10,1,81.00,80,FALSE,80
"Paan Corner","Patanjali Kesh Kanti Anti Dandruff Hair Cleanser",110.00,0,6,110.00,200,FALSE,200
"Paan Corner","Old Spice Original After Shave Lotion",250.00,0,1,250.00,150,FALSE,150
"Paan Corner","Dove Hair Fall Rescue Shampoo",137.00,10,4,123.00,180,FALSE,180
"Paan Corner","Dettol Clinical Strength Hand Sanitizer Liquid",250.00,10,6,225.00,500,FALSE,500
"Paan Corner","Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil",399.00,20,3,319.00,300,FALSE,300
"Paan Corner","Comfy Baby Pants XL 12-17 kg",429.00,15,1,364.00,24,FALSE,24
"Paan Corner","Dettol Liquid Handwash With Free Liquid",99.00,0,6,99.00,200,FALSE,200
"Paan Corner","Nivea Body Milk Lotion for Very Dry Skin",399.00,20,6,319.00,400,FALSE,400
"Paan Corner","Lakme Sun Expert",225.00,0,6,225.00,60,FALSE,60
"Paan Corner","Head & shoulders Anti Dandruff Shampoo Cool Menthol",170.00,0,6,170.00,180,FALSE,180
"Paan Corner","Godrej Nupur Henna",75.00,0,5,75.00,150,FALSE,120
"Paan Corner","Johnson's Baby Lotion",100.00,0,4,100.00,100,FALSE,100
"Paan Corner","Himalaya Anti Dandruff Shampoo",140.00,10,1,126.00,200,FALSE,200
"Paan Corner","Maybelline New York Colossal Kajal Super Black",300.00,8,3,275.00,0,FALSE,0
"Paan Corner","Stayfree Dry-Max All Night Ultra-Dry Sanitary Pad",90.00,10,6,81.00,406,FALSE,7
"Paan Corner","Dove Daily Shine Shampoo",645.00,5,3,612.00,650,FALSE,650
"Paan Corner","Godrej Easy 5 Minute Natural Brown 4 Hair Colour",29.00,0,5,29.00,20,FALSE,20
"Paan Corner","Colgate Sensitive Plus Enamel Toothpaste Tube",140.00,0,6,140.00,160,FALSE,160
"Paan Corner","Colgate Max Fresh Peppermint Toothpaste",182.00,15,6,154.00,300,FALSE,300
"Paan Corner","Pond's Light Moisturiser",309.00,10,6,278.00,250,FALSE,250
"Paan Corner","Engage Mate For Man Deo Spray",195.00,10,5,174.00,150,FALSE,150
"Paan Corner","Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care",120.00,0,5,120.00,180,FALSE,180
"Paan Corner","Whisper Choice Regular Wing Sanitary Pad",30.00,0,2,30.00,406,FALSE,7
"Paan Corner","Colgate Slim Soft Charcoal Toothbrush",150.00,18,4,123.00,232,FALSE,4
"Paan Corner","Fiama Scents Juniper & Geranium Body Wash",199.00,6,5,186.00,250,FALSE,250
"Paan Corner","Mamaearth Ubtan Body Lotion",399.00,15,4,339.00,400,FALSE,400
"Paan Corner","Godrej Aer Power Pocket - Long Lasting Bathroom Fragrance Floral Delight",55.00,0,6,55.00,10,FALSE,10
"Paan Corner","Himalaya Anti-Hair Fall Shampoo",230.00,18,1,188.00,400,FALSE,400
"Paan Corner","Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil",310.00,15,6,263.00,200,FALSE,200
"Paan Corner","Engage M2 Perfume Spray For Men",200.00,10,6,180.00,120,FALSE,120
"Paan Corner","Mamaearth Ubtan Face Scrub Turmeric & Walnut",349.00,10,1,314.00,100,FALSE,100
"Paan Corner","Himalaya Purifying Neem Face Wash Tube",270.00,15,6,229.00,300,FALSE,300
"Paan Corner","Johnson's Baby Top To Toe Bath Body Wash",165.00,0,4,165.00,210,FALSE,210
"Paan Corner","Gillette Mach 3 Start",249.00,0,6,249.00,116,FALSE,2
"Paan Corner","Scalpe Pro Anti dandruff Shampoo 100ml",185.00,0,2,185.00,100,FALSE,100
"Paan Corner","Johnson's Baby Cream",150.00,0,6,150.00,100,FALSE,100
"Paan Corner","Johnson's Baby Soap",105.00,0,6,105.00,150,FALSE,150
"Paan Corner","Himalaya Gentle Baby Shampoo",320.00,17,6,265.00,400,FALSE,400
"Paan Corner","L'Oreal Paris Shine Masque Royal Jelly Hair Colour",550.00,0,3,550.00,88,FALSE,87
"Paan Corner","Engage Rush Deodorant For Men",190.00,11,6,169.00,150,FALSE,150
"Paan Corner","Clean & Clear Foaming Face Wash",140.00,10,4,126.00,100,FALSE,100
"Paan Corner","Dettol Lather Shaving Cream",75.00,5,6,71.00,78,FALSE,78
"Paan Corner","Gillette Classic Regular Pre Shave Foam",199.00,0,4,199.00,196,FALSE,196
"Paan Corner","Dove Daily Shine Conditioner",190.00,0,6,190.00,175,FALSE,180
"Paan Corner","Johnson's Baby Shampoo",180.00,0,6,180.00,200,FALSE,200
"Paan Corner","Park Avenue Beer Shampoo",155.00,9,4,140.00,180,FALSE,180
"Paan Corner","Pantene Advanced Hair Fall Solution Silky Smooth Care Shampoo",120.00,6,6,112.00,180,FALSE,180
"Paan Corner","Fem Fairness Naturals Hair Removal Cream Fair & Soft - Rose",65.00,10,6,58.00,40,FALSE,40
"Paan Corner","Sunsilk Stunning Black Shine Shampoo",555.00,6,6,521.00,650,FALSE,650
"Paan Corner","Dabur Meswak Toothpaste",100.00,0,1,100.00,200,FALSE,200
"Paan Corner","Patanjali Kesh Kanti Reetha Hair Cleanser",85.00,0,5,85.00,200,FALSE,200
"Paan Corner","Nivea Lip Balm Soft Rose for 24h Moisture with Natural Oils Delicate Rose Shine",185.00,8,6,169.00,5,FALSE,4
"Paan Corner","Santoor Total Skin Care Soap With Sandal & Turmeric",180.00,0,6,180.00,600,FALSE,600
"Paan Corner","L'Oreal Paris Excellence Creme Hair Color, 4 Natural Brown/Natural Dark Brown",620.00,0,1,620.00,172,FALSE,172
"Paan Corner","Gillette Pre Shave Foam - Classic Regular Skin",225.00,0,6,225.00,418,FALSE,418
"Paan Corner","Fiama Di Wills Shower Gel Patchouli & Macadamia",199.00,10,6,179.00,250,FALSE,250
"Paan Corner","Listerine Fresh Burst Mouthwash",140.00,10,4,126.00,250,FALSE,250
"Paan Corner","Nivea Cocoa Nourish Body Lotion With Coconut Oil & Cocoa Butter For Very Dry Skin",299.00,17,5,247.00,200,FALSE,200
"Paan Corner","Pantene Hair Fall Control Shampoo",240.00,7,2,221.00,340,FALSE,340
"Paan Corner","Fogg Master - Royal Intense",250.00,0,5,250.00,120,FALSE,120
"Paan Corner","TRESemme Smooth And Shine Conditioner",220.00,0,5,220.00,190,FALSE,190
"Paan Corner","Whisper Ultra Clean XL Plus Sanitary Pad",155.00,0,6,155.00,870,FALSE,15
"Paan Corner","Colgate Kids Toothpaste - 6+ Years, Strawberry Flavour",93.00,5,6,88.00,80,FALSE,80
"Paan Corner","Nivea Soft Moisturizing Cream",310.00,12,1,272.00,200,FALSE,200
"Paan Corner","Patanjali Kesh Kanti Aloe Vera Hair Cleanser",85.00,0,5,85.00,200,FALSE,200
"Paan Corner","Neutrogena Deep Clean Foaming Cleanser",130.00,11,2,115.00,50,FALSE,50
"Paan Corner","Clean & Clear Morning Energy Berry Face Wash",155.00,6,6,145.00,100,FALSE,100
"Paan Corner","Pampers Premium Care New Baby Pants",320.00,0,4,320.00,24,FALSE,24
"Paan Corner","Vaseline Intensive Care Aloe Fresh",225.00,9,6,203.00,200,FALSE,200
"Paan Corner","L'Oreal Paris Dream Lengths Shampoo",149.00,0,6,149.00,192,FALSE,192
"Paan Corner","Johnson's Baby Oil",115.00,0,4,115.00,100,FALSE,100
"Paan Corner","Engage Man Rush Deodorant",195.00,9,6,176.00,150,FALSE,150
"Paan Corner","Pantene Advanced Hair Fall Solution Shampoo - Total Damage Care",264.00,0,6,264.00,340,FALSE,340
"Paan Corner","Whisper Daily Liners Clean and Fresh",105.00,0,4,105.00,1160,FALSE,20
"Paan Corner","Himalaya Men Pimple Clear Neem Face Wash",180.00,9,2,163.00,100,FALSE,100
"Paan Corner","Pantene Adv Hairfall Solution Conditioner Silky Smooth",190.00,0,5,190.00,200,FALSE,200
"Paan Corner","Himalaya Prickly Heat Baby Powder",90.00,10,6,81.00,100,FALSE,100
"Paan Corner","Mamaearth Daily Moisturizing Lotion For Babies",199.00,0,6,199.00,200,FALSE,200
"Paan Corner","Stayfree Advanced XL Ultra Comfort Sanitary napkins with Wings",175.00,0,3,175.00,812,FALSE,14
"Paan Corner","Pampers Premium Care Pants - Medium",1099.00,18,6,899.00,54,FALSE,54
"Paan Corner","Fiama Men's Refreshing Pulse Shower Gel",199.00,10,6,179.00,250,FALSE,250
"Paan Corner","Vaseline Original Skin Protecting Jelly",125.00,10,6,112.00,100,FALSE,100
"Paan Corner","Clean & Clear Foaming Face Wash",180.00,10,6,162.00,150,FALSE,150
"Paan Corner","Fiama Lemongrass and Jojoba Shower Gel",225.00,20,6,180.00,250,FALSE,250
"Paan Corner","Oral-B Charcoal Cross Cross Extra Soft Toothbrush (Buy 2 Get 1 Free)",180.00,0,1,180.00,174,FALSE,3
"Paan Corner","Listerine Fresh Burst Mouthwash",285.00,7,6,263.00,500,FALSE,500
"Paan Corner","Veet Full Body Waxing Kit",235.00,7,6,218.00,1160,FALSE,20
"Paan Corner","Listerine Original Mouthwash",55.00,9,6,50.00,80,FALSE,80
"Paan Corner","Santoor Almond Soft With Sandal & Almond Milk",180.00,0,2,180.00,625,FALSE,625
"Paan Corner","Nivea Body Shea Smooth with Shea Butter for Dry Skin",425.00,20,5,340.00,400,FALSE,9
"Paan Corner","Neutrogena Deep Clean Facial Cleanser",130.00,0,4,130.00,50,FALSE,50
"Paan Corner","L'Oreal Paris Excellence Creme Hair Color, 3.16 Burgundy",550.00,0,3,550.00,159,FALSE,172
"Paan Corner","Johnson's Baby Powder",235.00,0,6,235.00,400,FALSE,400
"Paan Corner","Bombay Shaving Company Charcoal Face Wash",249.00,0,4,249.00,100,FALSE,100
"Paan Corner","Colgate Kids 2+ Years Extra Soft Toothbrush",20.00,0,3,20.00,58,FALSE,1
"Paan Corner","Veet Hair Removal Cream (Normal Skin)",135.00,5,6,128.00,50,FALSE,50
"Paan Corner","Dove Daily Shine Shampoo",240.00,0,4,240.00,340,FALSE,340
"Paan Corner","L'Oreal Anti Hair Fall Conditioner",199.00,0,6,199.00,192,FALSE,192
"Paan Corner","Nivea Body Lotion Aloe Hydration For Normal Skin",275.00,10,6,247.00,200,FALSE,200
"Paan Corner","Pampers Pants - Large",1549.00,45,3,849.00,82,FALSE,82
"Paan Corner","Engage Urge Deodorant For Men, Citrus And Woody, Skin Friendly",195.00,10,6,174.00,150,FALSE,150
"Paan Corner","Head & Shoulders 2 In 1 Anti Dandruff Smooth & Silky Shampoo+Conditioner",375.00,10,6,334.00,340,FALSE,340
"Paan Corner","Fem Fairness Natural Gold Skin Bleach",85.00,7,4,79.00,64,FALSE,64
"Paan Corner","Engage Deo Frost",195.00,9,6,176.00,150,FALSE,150
"Paan Corner","Stayfree Secure XL Size Sanitary Napkins",115.00,0,5,115.00,1160,FALSE,20
"Paan Corner","Pampers Pants - Medium",699.00,21,1,549.00,50,FALSE,50
"Paan Corner","Pampers Active Baby Diapers New Born Extra Small",1099.00,22,3,849.00,72,FALSE,72
"Paan Corner","Nivea Creme, All Season Multi-Purpose Cream",175.00,9,6,158.00,100,FALSE,100
"Paan Corner","Woodwards Gripe Water",50.00,0,4,50.00,130,FALSE,130
"Paan Corner","Clean & Clear Morning Energy Aqua Splash Face Wash",145.00,9,5,131.00,100,FALSE,100
"Paan Corner","Sunsilk Lusciously Thick & Long Shampoo",555.00,6,6,521.00,650,FALSE,650
"Paan Corner","Mamaearth Skin Correct Face Serum",599.00,15,1,509.00,30,FALSE,30
"Paan Corner","Chik Hairfall Prevent Egg Shampoo",178.00,0,6,178.00,340,FALSE,340
